,symbol,product,ticker2,currency,instrument,region,exchange
53,AC,ETHANOL -CME,EHZ6,USD,Futures,US,CBOT
54,AC,ETHANOL -CME,EHX6,USD,Futures,US,CBOT
55,AC,ETHANOL -CME,EHV6,USD,Futures,US,CBOT
56,AC,ETHANOL -CME,EHU6,USD,Futures,US,CBOT
57,AC,ETHANOL -CME,EHQ6,USD,Futures,US,CBOT
58,AC,ETHANOL -CME,EHN6,USD,Futures,US,CBOT
59,AC,ETHANOL -CME,EHM6,USD,Futures,US,CBOT
60,AC,ETHANOL -CME,EHK6,USD,Futures,US,CBOT
61,AC,ETHANOL -CME,EHJ6,USD,Futures,US,CBOT
62,AC,ETHANOL -CME,EHH6,USD,Futures,US,CBOT
63,AC,ETHANOL -CME,EHG6,USD,Futures,US,CBOT
64,AC,ETHANOL -CME,EHF6,USD,Futures,US,CBOT
65,AC,ETHANOL -CME,EHZ5,USD,Futures,US,CBOT
66,AC,ETHANOL -CME,EHX5,USD,Futures,US,CBOT
67,AC,ETHANOL -CME,EHV5,USD,Futures,US,CBOT
68,AC,ETHANOL -CME,EHU5,USD,Futures,US,CBOT
69,AC,ETHANOL -CME,EHQ5,USD,Futures,US,CBOT
70,AC,ETHANOL -CME,EHN5,USD,Futures,US,CBOT
71,AC,ETHANOL -CME,EHM5,USD,Futures,US,CBOT
72,AC,ETHANOL -CME,EHK5,USD,Futures,US,CBOT
73,AC,ETHANOL -CME,EHJ5,USD,Futures,US,CBOT
74,AC,ETHANOL -CME,EHH5,USD,Futures,US,CBOT
75,AC,ETHANOL -CME,EHG5,USD,Futures,US,CBOT
76,ACDX,AUSTRALIAN DOLLAR,ACDH5,CAD,Futures,US,CME
77,ACDX,AUSTRALIAN DOLLAR,ASZ5,CAD,Futures,US,NYBOT
78,ACDX,AUSTRALIAN DOLLAR,ACDM6,CAD,Futures,US,CME
79,ACDX,AUSTRALIAN DOLLAR,ASU5,CAD,Futures,US,NYBOT
80,ACDX,AUSTRALIAN DOLLAR,ACDH6,CAD,Futures,US,CME
81,ACDX,AUSTRALIAN DOLLAR,ASM5,CAD,Futures,US,NYBOT
82,ACDX,AUSTRALIAN DOLLAR,ACDZ5,CAD,Futures,US,CME
83,ACDX,AUSTRALIAN DOLLAR,ASH5,CAD,Futures,US,NYBOT
84,ACDX,AUSTRALIAN DOLLAR,ACDU5,CAD,Futures,US,CME
85,ACDX,AUSTRALIAN DOLLAR,ACDM5,CAD,Futures,US,CME
86,AFR,ICE RICHARDS BAY COAL,AFRU5,USD,Futures,US,IPE
87,AFR,ICE RICHARDS BAY COAL,AFRF0,USD,Futures,US,IPE
88,AFR,ICE RICHARDS BAY COAL,AFRG0,USD,Futures,US,IPE
89,AFR,ICE RICHARDS BAY COAL,AFRH0,USD,Futures,US,IPE
90,AFR,ICE RICHARDS BAY COAL,AFRJ0,USD,Futures,US,IPE
91,AFR,ICE RICHARDS BAY COAL,AFRK0,USD,Futures,US,IPE
92,AFR,ICE RICHARDS BAY COAL,AFRM0,USD,Futures,US,IPE
93,AFR,ICE RICHARDS BAY COAL,AFRN0,USD,Futures,US,IPE
94,AFR,ICE RICHARDS BAY COAL,AFRQ0,USD,Futures,US,IPE
95,AFR,ICE RICHARDS BAY COAL,AFRU0,USD,Futures,US,IPE
96,AFR,ICE RICHARDS BAY COAL,AFRV0,USD,Futures,US,IPE
97,AFR,ICE RICHARDS BAY COAL,AFRX0,USD,Futures,US,IPE
98,AFR,ICE RICHARDS BAY COAL,AFRZ0,USD,Futures,US,IPE
99,AFR,ICE RICHARDS BAY COAL,AFRZ9,USD,Futures,US,IPE
100,AFR,ICE RICHARDS BAY COAL,AFRX9,USD,Futures,US,IPE
101,AFR,ICE RICHARDS BAY COAL,AFRV9,USD,Futures,US,IPE
102,AFR,ICE RICHARDS BAY COAL,AFRU9,USD,Futures,US,IPE
103,AFR,ICE RICHARDS BAY COAL,AFRQ9,USD,Futures,US,IPE
104,AFR,ICE RICHARDS BAY COAL,AFRN9,USD,Futures,US,IPE
105,AFR,ICE RICHARDS BAY COAL,AFRM9,USD,Futures,US,IPE
106,AFR,ICE RICHARDS BAY COAL,AFRK9,USD,Futures,US,IPE
107,AFR,ICE RICHARDS BAY COAL,AFRJ9,USD,Futures,US,IPE
108,AFR,ICE RICHARDS BAY COAL,AFRH9,USD,Futures,US,IPE
109,AFR,ICE RICHARDS BAY COAL,AFRG9,USD,Futures,US,IPE
110,AFR,ICE RICHARDS BAY COAL,AFRF9,USD,Futures,US,IPE
111,AFR,ICE RICHARDS BAY COAL,AFRZ8,USD,Futures,US,IPE
112,AFR,ICE RICHARDS BAY COAL,AFRX8,USD,Futures,US,IPE
113,AFR,ICE RICHARDS BAY COAL,AFRV8,USD,Futures,US,IPE
114,AFR,ICE RICHARDS BAY COAL,AFRU8,USD,Futures,US,IPE
115,AFR,ICE RICHARDS BAY COAL,AFRQ8,USD,Futures,US,IPE
116,AFR,ICE RICHARDS BAY COAL,AFRN8,USD,Futures,US,IPE
117,AFR,ICE RICHARDS BAY COAL,AFRM8,USD,Futures,US,IPE
118,AFR,ICE RICHARDS BAY COAL,AFRK8,USD,Futures,US,IPE
119,AFR,ICE RICHARDS BAY COAL,AFRJ8,USD,Futures,US,IPE
120,AFR,ICE RICHARDS BAY COAL,AFRH8,USD,Futures,US,IPE
121,AFR,ICE RICHARDS BAY COAL,AFRG8,USD,Futures,US,IPE
122,AFR,ICE RICHARDS BAY COAL,AFRF8,USD,Futures,US,IPE
123,AFR,ICE RICHARDS BAY COAL,AFRF7,USD,Futures,US,IPE
124,AFR,ICE RICHARDS BAY COAL,AFRG7,USD,Futures,US,IPE
125,AFR,ICE RICHARDS BAY COAL,AFRH7,USD,Futures,US,IPE
126,AFR,ICE RICHARDS BAY COAL,AFRJ7,USD,Futures,US,IPE
127,AFR,ICE RICHARDS BAY COAL,AFRK7,USD,Futures,US,IPE
128,AFR,ICE RICHARDS BAY COAL,AFRM7,USD,Futures,US,IPE
129,AFR,ICE RICHARDS BAY COAL,AFRN7,USD,Futures,US,IPE
130,AFR,ICE RICHARDS BAY COAL,AFRQ7,USD,Futures,US,IPE
131,AFR,ICE RICHARDS BAY COAL,AFRU7,USD,Futures,US,IPE
132,AFR,ICE RICHARDS BAY COAL,AFRV7,USD,Futures,US,IPE
133,AFR,ICE RICHARDS BAY COAL,AFRX7,USD,Futures,US,IPE
134,AFR,ICE RICHARDS BAY COAL,AFRZ7,USD,Futures,US,IPE
135,AFR,ICE RICHARDS BAY COAL,AFRF6,USD,Futures,US,IPE
136,AFR,ICE RICHARDS BAY COAL,AFRG6,USD,Futures,US,IPE
137,AFR,ICE RICHARDS BAY COAL,AFRH6,USD,Futures,US,IPE
138,AFR,ICE RICHARDS BAY COAL,AFRJ6,USD,Futures,US,IPE
139,AFR,ICE RICHARDS BAY COAL,AFRK6,USD,Futures,US,IPE
140,AFR,ICE RICHARDS BAY COAL,AFRM6,USD,Futures,US,IPE
141,AFR,ICE RICHARDS BAY COAL,AFRN6,USD,Futures,US,IPE
142,AFR,ICE RICHARDS BAY COAL,AFRQ6,USD,Futures,US,IPE
143,AFR,ICE RICHARDS BAY COAL,AFRU6,USD,Futures,US,IPE
144,AFR,ICE RICHARDS BAY COAL,AFRV6,USD,Futures,US,IPE
145,AFR,ICE RICHARDS BAY COAL,AFRX6,USD,Futures,US,IPE
146,AFR,ICE RICHARDS BAY COAL,AFRZ6,USD,Futures,US,IPE
147,AFR,ICE RICHARDS BAY COAL,AFRJ5,USD,Futures,US,IPE
148,AFR,ICE RICHARDS BAY COAL,AFRQ5,USD,Futures,US,IPE
149,AFR,ICE RICHARDS BAY COAL,AFRZ5,USD,Futures,US,IPE
150,AFR,ICE RICHARDS BAY COAL,AFRG5,USD,Futures,US,IPE
151,AFR,ICE RICHARDS BAY COAL,AFRF5,USD,Futures,US,IPE
152,AFR,ICE RICHARDS BAY COAL,AFRN5,USD,Futures,US,IPE
153,AFR,ICE RICHARDS BAY COAL,AFRM5,USD,Futures,US,IPE
154,AFR,ICE RICHARDS BAY COAL,AFRH5,USD,Futures,US,IPE
155,AFR,ICE RICHARDS BAY COAL,AFRK5,USD,Futures,US,IPE
156,AFR,ICE RICHARDS BAY COAL,AFRX5,USD,Futures,US,IPE
157,AFR,ICE RICHARDS BAY COAL,AFRV5,USD,Futures,US,IPE
158,AIGCI,BLOOMBERG COMMODITY INDEX,AWZ5,USD,Futures,US,CBOT
159,AIGCI,BLOOMBERG COMMODITY INDEX,AWH6,USD,Futures,US,CBOT
160,AIGCI,BLOOMBERG COMMODITY INDEX,AWZ6,USD,Futures,US,CBOT
161,AIGCI,BLOOMBERG COMMODITY INDEX,AWU5,USD,Futures,US,CBOT
162,AIGCI,BLOOMBERG COMMODITY INDEX,AWM5,USD,Futures,US,CBOT
163,AIGCI,BLOOMBERG COMMODITY INDEX,AWH5,USD,Futures,US,CBOT
164,AJY,AUSTRALIAN DOLLAR,AJYH5,JPY,Futures,US,CME
165,AJY,AUSTRALIAN DOLLAR,YAZ5,JPY,Futures,US,NYBOT
166,AJY,AUSTRALIAN DOLLAR,AJYM6,JPY,Futures,US,CME
167,AJY,AUSTRALIAN DOLLAR,YAU5,JPY,Futures,US,NYBOT
168,AJY,AUSTRALIAN DOLLAR,AJYH6,JPY,Futures,US,CME
169,AJY,AUSTRALIAN DOLLAR,YAM5,JPY,Futures,US,NYBOT
170,AJY,AUSTRALIAN DOLLAR,AJYZ5,JPY,Futures,US,CME
171,AJY,AUSTRALIAN DOLLAR,YAH5,JPY,Futures,US,NYBOT
172,AJY,AUSTRALIAN DOLLAR,AJYU5,JPY,Futures,US,CME
173,AJY,AUSTRALIAN DOLLAR,AJYM5,JPY,Futures,US,CME
174,ALI,ALUMINUM INDEX,ALIM5,USD,Futures,US,COMEX
175,ALI,ALUMINUM INDEX,ALIZ9,USD,Futures,US,COMEX
176,ALI,ALUMINUM INDEX,ALIX9,USD,Futures,US,COMEX
177,ALI,ALUMINUM INDEX,ALIV9,USD,Futures,US,COMEX
178,ALI,ALUMINUM INDEX,ALIU9,USD,Futures,US,COMEX
179,ALI,ALUMINUM INDEX,ALIQ9,USD,Futures,US,COMEX
180,ALI,ALUMINUM INDEX,ALIN9,USD,Futures,US,COMEX
181,ALI,ALUMINUM INDEX,ALIM9,USD,Futures,US,COMEX
182,ALI,ALUMINUM INDEX,ALIK9,USD,Futures,US,COMEX
183,ALI,ALUMINUM INDEX,ALIJ9,USD,Futures,US,COMEX
184,ALI,ALUMINUM INDEX,ALIH9,USD,Futures,US,COMEX
185,ALI,ALUMINUM INDEX,ALIG9,USD,Futures,US,COMEX
186,ALI,ALUMINUM INDEX,ALIF9,USD,Futures,US,COMEX
187,ALI,ALUMINUM INDEX,ALIZ8,USD,Futures,US,COMEX
188,ALI,ALUMINUM INDEX,ALIX8,USD,Futures,US,COMEX
189,ALI,ALUMINUM INDEX,ALIV8,USD,Futures,US,COMEX
190,ALI,ALUMINUM INDEX,ALIU8,USD,Futures,US,COMEX
191,ALI,ALUMINUM INDEX,ALIQ8,USD,Futures,US,COMEX
192,ALI,ALUMINUM INDEX,ALIN8,USD,Futures,US,COMEX
193,ALI,ALUMINUM INDEX,ALIM8,USD,Futures,US,COMEX
194,ALI,ALUMINUM INDEX,ALIK8,USD,Futures,US,COMEX
195,ALI,ALUMINUM INDEX,ALIJ8,USD,Futures,US,COMEX
196,ALI,ALUMINUM INDEX,ALIH8,USD,Futures,US,COMEX
197,ALI,ALUMINUM INDEX,ALIG8,USD,Futures,US,COMEX
198,ALI,ALUMINUM INDEX,ALIF8,USD,Futures,US,COMEX
199,ALI,ALUMINUM INDEX,ALIZ7,USD,Futures,US,COMEX
200,ALI,ALUMINUM INDEX,ALIX7,USD,Futures,US,COMEX
201,ALI,ALUMINUM INDEX,ALIV7,USD,Futures,US,COMEX
202,ALI,ALUMINUM INDEX,ALIU7,USD,Futures,US,COMEX
203,ALI,ALUMINUM INDEX,ALIQ7,USD,Futures,US,COMEX
204,ALI,ALUMINUM INDEX,ALIN7,USD,Futures,US,COMEX
205,ALI,ALUMINUM INDEX,ALIM7,USD,Futures,US,COMEX
206,ALI,ALUMINUM INDEX,ALIK7,USD,Futures,US,COMEX
207,ALI,ALUMINUM INDEX,ALIJ7,USD,Futures,US,COMEX
208,ALI,ALUMINUM INDEX,ALIH7,USD,Futures,US,COMEX
209,ALI,ALUMINUM INDEX,ALIG7,USD,Futures,US,COMEX
210,ALI,ALUMINUM INDEX,ALIF7,USD,Futures,US,COMEX
211,ALI,ALUMINUM INDEX,ALIZ6,USD,Futures,US,COMEX
212,ALI,ALUMINUM INDEX,ALIX6,USD,Futures,US,COMEX
213,ALI,ALUMINUM INDEX,ALIV6,USD,Futures,US,COMEX
214,ALI,ALUMINUM INDEX,ALIU6,USD,Futures,US,COMEX
215,ALI,ALUMINUM INDEX,ALIQ6,USD,Futures,US,COMEX
216,ALI,ALUMINUM INDEX,ALIN6,USD,Futures,US,COMEX
217,ALI,ALUMINUM INDEX,ALIM6,USD,Futures,US,COMEX
218,ALI,ALUMINUM INDEX,ALIK6,USD,Futures,US,COMEX
219,ALI,ALUMINUM INDEX,ALIJ6,USD,Futures,US,COMEX
220,ALI,ALUMINUM INDEX,ALIH6,USD,Futures,US,COMEX
221,ALI,ALUMINUM INDEX,ALIG6,USD,Futures,US,COMEX
222,ALI,ALUMINUM INDEX,ALIF6,USD,Futures,US,COMEX
223,ALI,ALUMINUM INDEX,ALIZ5,USD,Futures,US,COMEX
224,ALI,ALUMINUM INDEX,ALIX5,USD,Futures,US,COMEX
225,ALI,ALUMINUM INDEX,ALIJ5,USD,Futures,US,COMEX
226,ALI,ALUMINUM INDEX,ALIK5,USD,Futures,US,COMEX
227,ALI,ALUMINUM INDEX,ALIU5,USD,Futures,US,COMEX
228,ALI,ALUMINUM INDEX,ALIQ5,USD,Futures,US,COMEX
229,ALI,ALUMINUM INDEX,ALIG5,USD,Futures,US,COMEX
230,ALI,ALUMINUM INDEX,ALIN5,USD,Futures,US,COMEX
231,ALI,ALUMINUM INDEX,ALIF5,USD,Futures,US,COMEX
232,ALI,ALUMINUM INDEX,ALIH5,USD,Futures,US,COMEX
233,ALI,ALUMINUM INDEX,ALIV5,USD,Futures,US,COMEX
234,AMXB,AMERICA MOVIL SAB DE C-SER B,DVAXL MR25,MXN,Futures,MX,MEXDER
235,AMXB,AMERICA MOVIL SAB DE C-SER B,DVAXL DC25,MXN,Futures,MX,MEXDER
236,AMXB,AMERICA MOVIL SAB DE C-SER B,DVAXL SP25,MXN,Futures,MX,MEXDER
237,AMXB,AMERICA MOVIL SAB DE C-SER B,DVAXL JN25,MXN,Futures,MX,MEXDER
238,ANE,AUSTRALIAN DOLLAR,ANEH5,NZD,Futures,US,CME
239,ANE,AUSTRALIAN DOLLAR,ARZ5,NZD,Futures,US,NYBOT
240,ANE,AUSTRALIAN DOLLAR,ANEM6,NZD,Futures,US,CME
241,ANE,AUSTRALIAN DOLLAR,ARU5,NZD,Futures,US,NYBOT
242,ANE,AUSTRALIAN DOLLAR,ANEH6,NZD,Futures,US,CME
243,ANE,AUSTRALIAN DOLLAR,ARM5,NZD,Futures,US,NYBOT
244,ANE,AUSTRALIAN DOLLAR,ANEZ5,NZD,Futures,US,CME
245,ANE,AUSTRALIAN DOLLAR,ARH5,NZD,Futures,US,NYBOT
246,ANE,AUSTRALIAN DOLLAR,ANEU5,NZD,Futures,US,CME
247,ANE,AUSTRALIAN DOLLAR,ANEM5,NZD,Futures,US,CME
248,ATW,ICE ROTTERDAM COAL,ATWH5,USD,Futures,US,IPE
249,ATW,ICE ROTTERDAM COAL,ATWZ0,USD,Futures,US,IPE
250,ATW,ICE ROTTERDAM COAL,ATWF0,USD,Futures,US,IPE
251,ATW,ICE ROTTERDAM COAL,ATWG0,USD,Futures,US,IPE
252,ATW,ICE ROTTERDAM COAL,ATWH0,USD,Futures,US,IPE
253,ATW,ICE ROTTERDAM COAL,ATWJ0,USD,Futures,US,IPE
254,ATW,ICE ROTTERDAM COAL,ATWK0,USD,Futures,US,IPE
255,ATW,ICE ROTTERDAM COAL,ATWM0,USD,Futures,US,IPE
256,ATW,ICE ROTTERDAM COAL,ATWN0,USD,Futures,US,IPE
257,ATW,ICE ROTTERDAM COAL,ATWQ0,USD,Futures,US,IPE
258,ATW,ICE ROTTERDAM COAL,ATWU0,USD,Futures,US,IPE
259,ATW,ICE ROTTERDAM COAL,ATWV0,USD,Futures,US,IPE
260,ATW,ICE ROTTERDAM COAL,ATWX0,USD,Futures,US,IPE
261,ATW,ICE ROTTERDAM COAL,ATWZ9,USD,Futures,US,IPE
262,ATW,ICE ROTTERDAM COAL,ATWX9,USD,Futures,US,IPE
263,ATW,ICE ROTTERDAM COAL,ATWV9,USD,Futures,US,IPE
264,ATW,ICE ROTTERDAM COAL,ATWU9,USD,Futures,US,IPE
265,ATW,ICE ROTTERDAM COAL,ATWQ9,USD,Futures,US,IPE
266,ATW,ICE ROTTERDAM COAL,ATWN9,USD,Futures,US,IPE
267,ATW,ICE ROTTERDAM COAL,ATWM9,USD,Futures,US,IPE
268,ATW,ICE ROTTERDAM COAL,ATWK9,USD,Futures,US,IPE
269,ATW,ICE ROTTERDAM COAL,ATWJ9,USD,Futures,US,IPE
270,ATW,ICE ROTTERDAM COAL,ATWH9,USD,Futures,US,IPE
271,ATW,ICE ROTTERDAM COAL,ATWG9,USD,Futures,US,IPE
272,ATW,ICE ROTTERDAM COAL,ATWF9,USD,Futures,US,IPE
273,ATW,ICE ROTTERDAM COAL,ATWZ8,USD,Futures,US,IPE
274,ATW,ICE ROTTERDAM COAL,ATWX8,USD,Futures,US,IPE
275,ATW,ICE ROTTERDAM COAL,ATWV8,USD,Futures,US,IPE
276,ATW,ICE ROTTERDAM COAL,ATWU8,USD,Futures,US,IPE
277,ATW,ICE ROTTERDAM COAL,ATWQ8,USD,Futures,US,IPE
278,ATW,ICE ROTTERDAM COAL,ATWN8,USD,Futures,US,IPE
279,ATW,ICE ROTTERDAM COAL,ATWM8,USD,Futures,US,IPE
280,ATW,ICE ROTTERDAM COAL,ATWK8,USD,Futures,US,IPE
281,ATW,ICE ROTTERDAM COAL,ATWJ8,USD,Futures,US,IPE
282,ATW,ICE ROTTERDAM COAL,ATWH8,USD,Futures,US,IPE
283,ATW,ICE ROTTERDAM COAL,ATWG8,USD,Futures,US,IPE
284,ATW,ICE ROTTERDAM COAL,ATWF8,USD,Futures,US,IPE
285,ATW,ICE ROTTERDAM COAL,ATWG7,USD,Futures,US,IPE
286,ATW,ICE ROTTERDAM COAL,ATWZ7,USD,Futures,US,IPE
287,ATW,ICE ROTTERDAM COAL,ATWH7,USD,Futures,US,IPE
288,ATW,ICE ROTTERDAM COAL,ATWX7,USD,Futures,US,IPE
289,ATW,ICE ROTTERDAM COAL,ATWJ7,USD,Futures,US,IPE
290,ATW,ICE ROTTERDAM COAL,ATWV7,USD,Futures,US,IPE
291,ATW,ICE ROTTERDAM COAL,ATWK7,USD,Futures,US,IPE
292,ATW,ICE ROTTERDAM COAL,ATWU7,USD,Futures,US,IPE
293,ATW,ICE ROTTERDAM COAL,ATWM7,USD,Futures,US,IPE
294,ATW,ICE ROTTERDAM COAL,ATWQ7,USD,Futures,US,IPE
295,ATW,ICE ROTTERDAM COAL,ATWN7,USD,Futures,US,IPE
296,ATW,ICE ROTTERDAM COAL,ATWF7,USD,Futures,US,IPE
297,ATW,ICE ROTTERDAM COAL,ATWF6,USD,Futures,US,IPE
298,ATW,ICE ROTTERDAM COAL,ATWG6,USD,Futures,US,IPE
299,ATW,ICE ROTTERDAM COAL,ATWH6,USD,Futures,US,IPE
300,ATW,ICE ROTTERDAM COAL,ATWJ6,USD,Futures,US,IPE
301,ATW,ICE ROTTERDAM COAL,ATWK6,USD,Futures,US,IPE
302,ATW,ICE ROTTERDAM COAL,ATWM6,USD,Futures,US,IPE
303,ATW,ICE ROTTERDAM COAL,ATWN6,USD,Futures,US,IPE
304,ATW,ICE ROTTERDAM COAL,ATWQ6,USD,Futures,US,IPE
305,ATW,ICE ROTTERDAM COAL,ATWU6,USD,Futures,US,IPE
306,ATW,ICE ROTTERDAM COAL,ATWV6,USD,Futures,US,IPE
307,ATW,ICE ROTTERDAM COAL,ATWX6,USD,Futures,US,IPE
308,ATW,ICE ROTTERDAM COAL,ATWZ6,USD,Futures,US,IPE
309,ATW,ICE ROTTERDAM COAL,ATWK5,USD,Futures,US,IPE
310,ATW,ICE ROTTERDAM COAL,ATWX5,USD,Futures,US,IPE
311,ATW,ICE ROTTERDAM COAL,ATWV5,USD,Futures,US,IPE
312,ATW,ICE ROTTERDAM COAL,ATWU5,USD,Futures,US,IPE
313,ATW,ICE ROTTERDAM COAL,ATWJ5,USD,Futures,US,IPE
314,ATW,ICE ROTTERDAM COAL,ATWQ5,USD,Futures,US,IPE
315,ATW,ICE ROTTERDAM COAL,ATWZ5,USD,Futures,US,IPE
316,ATW,ICE ROTTERDAM COAL,ATWG5,USD,Futures,US,IPE
317,ATW,ICE ROTTERDAM COAL,ATWF5,USD,Futures,US,IPE
318,ATW,ICE ROTTERDAM COAL,ATWN5,USD,Futures,US,IPE
319,ATW,ICE ROTTERDAM COAL,ATWM5,USD,Futures,US,IPE
320,AUD,AUSTRALIAN DOLLAR,6AH5,USD,Futures,US,CME
321,AUD,AUSTRALIAN DOLLAR,KAUZ5,USD,Futures,US,ICEUS
322,AUD,AUSTRALIAN DOLLAR,6AZ9,USD,Futures,US,CME
323,AUD,AUSTRALIAN DOLLAR,6AJ5,USD,Futures,US,CME
324,AUD,AUSTRALIAN DOLLAR,6AG5,USD,Futures,US,CME
325,AUD,AUSTRALIAN DOLLAR,KAUU5,USD,Futures,US,ICEUS
326,AUD,AUSTRALIAN DOLLAR,6AU9,USD,Futures,US,CME
327,AUD,AUSTRALIAN DOLLAR,6AF5,USD,Futures,US,CME
328,AUD,AUSTRALIAN DOLLAR,KAUM5,USD,Futures,US,ICEUS
329,AUD,AUSTRALIAN DOLLAR,6AM9,USD,Futures,US,CME
330,AUD,AUSTRALIAN DOLLAR,KAUH5,USD,Futures,US,ICEUS
331,AUD,AUSTRALIAN DOLLAR,6AH9,USD,Futures,US,CME
332,AUD,AUSTRALIAN DOLLAR,6AZ8,USD,Futures,US,CME
333,AUD,AUSTRALIAN DOLLAR,6AU8,USD,Futures,US,CME
334,AUD,AUSTRALIAN DOLLAR,6AM8,USD,Futures,US,CME
335,AUD,AUSTRALIAN DOLLAR,6AH8,USD,Futures,US,CME
336,AUD,AUSTRALIAN DOLLAR,6AZ7,USD,Futures,US,CME
337,AUD,AUSTRALIAN DOLLAR,6AU7,USD,Futures,US,CME
338,AUD,AUSTRALIAN DOLLAR,6AM7,USD,Futures,US,CME
339,AUD,AUSTRALIAN DOLLAR,6AH7,USD,Futures,US,CME
340,AUD,AUSTRALIAN DOLLAR,6AZ6,USD,Futures,US,CME
341,AUD,AUSTRALIAN DOLLAR,6AU6,USD,Futures,US,CME
342,AUD,AUSTRALIAN DOLLAR,6AM6,USD,Futures,US,CME
343,AUD,AUSTRALIAN DOLLAR,6AH6,USD,Futures,US,CME
344,AUD,AUSTRALIAN DOLLAR,6AZ5,USD,Futures,US,CME
345,AUD,AUSTRALIAN DOLLAR,6AU5,USD,Futures,US,CME
