index,OPEN,HIGH,LOW,FINAL,VOLUME
2023-10-27 05:00:00,168.75,168.75,167.4,168.1,5.0
2023-10-30 05:00:00,165.8,165.8,165.8,165.8,0.0
2023-10-31 05:00:00,169.25,171.8,168.85,171.8,13.0
2023-11-01 05:00:00,166.15,166.15,166.15,166.15,0.0
2023-11-02 05:00:00,170.0,171.35,170.0,171.1,7.0
2023-11-03 05:00:00,173.2,176.5,173.2,176.5,3.0
2023-11-06 06:00:00,177.25,179.0,176.05,179.0,5.0
2023-11-07 06:00:00,178.25,178.65,176.65,176.95,23.0
2023-11-08 06:00:00,179.05,180.2,179.05,180.0,24.0
2023-11-09 06:00:00,180.2,181.85,180.2,181.85,12.0
2023-11-10 06:00:00,178.55,178.55,177.9,177.9,5.0
2023-11-13 06:00:00,179.6,180.2,179.6,180.2,7.0
2023-11-14 06:00:00,179.15,179.15,179.15,179.15,0.0
2023-11-15 06:00:00,181.9,183.0,181.9,182.45,9.0
2023-11-16 06:00:00,179.45,179.45,178.2,178.95,7.0
2023-11-17 06:00:00,174.35,174.35,174.35,174.35,0.0
2023-11-20 06:00:00,178.15,178.15,178.15,178.15,0.0
2023-11-21 06:00:00,175.6,175.6,175.6,175.6,1.0
2023-11-22 06:00:00,173.75,176.05,173.75,176.05,1.0
2023-11-24 06:00:00,176.1,176.1,175.1,175.1,3.0
2023-11-27 06:00:00,176.1,176.15,174.55,174.55,14.0
2023-11-28 06:00:00,174.45,179.55,174.45,178.15,16.0
2023-11-29 06:00:00,176.7,177.55,176.05,177.55,12.0
2023-11-30 06:00:00,178.85,187.65,178.5,187.4,142.0
2023-12-01 06:00:00,187.15,190.75,182.8,188.45,44.0
2023-12-04 06:00:00,184.7,186.05,184.7,184.9,4.0
2023-12-05 06:00:00,185.2,189.45,185.2,189.35,19.0
2023-12-06 06:00:00,185.5,185.5,182.15,182.15,1.0
2023-12-07 06:00:00,183.1,183.1,183.1,183.1,0.0
2023-12-08 06:00:00,183.35,183.35,183.35,183.35,0.0
2023-12-11 06:00:00,188.45,188.65,188.2,188.65,6.0
2023-12-12 06:00:00,190.15,190.15,187.5,189.45,6.0
2023-12-13 06:00:00,193.15,193.15,190.55,191.05,10.0
2023-12-14 06:00:00,191.7,195.3,191.7,192.65,37.0
2023-12-15 06:00:00,192.8,193.8,191.7,192.55,32.0
2023-12-18 06:00:00,190.55,195.0,190.55,193.95,6.0
2023-12-19 06:00:00,195.75,204.15,195.75,204.15,55.0
2023-12-20 06:00:00,195.0,195.0,192.1,192.1,12.0
2023-12-21 06:00:00,191.3,194.8,191.3,194.8,1.0
2023-12-22 06:00:00,194.25,194.25,194.1,194.1,1.0
2023-12-26 06:00:00,196.1,196.1,196.1,196.1,1.0
2023-12-27 06:00:00,197.1,200.1,196.55,199.65,44.0
2023-12-28 06:00:00,199.35,204.0,199.35,201.2,64.0
2023-12-29 06:00:00,200.6,200.7,191.95,192.55,64.0
2024-01-02 06:00:00,194.1,194.1,194.0,194.0,1.0
2024-01-03 06:00:00,190.7,190.7,190.7,190.7,0.0
2024-01-04 06:00:00,189.95,190.1,189.95,190.1,1.0
2024-01-05 06:00:00,191.05,191.05,187.65,187.65,2.0
2024-01-08 06:00:00,186.6,186.6,186.4,186.4,1.0
2024-01-09 06:00:00,189.25,189.25,187.7,188.35,10.0
2024-01-10 06:00:00,185.75,185.95,185.2,185.2,5.0
2024-01-11 06:00:00,186.25,189.4,186.1,186.65,60.0
2024-01-12 06:00:00,187.25,187.25,183.2,183.2,60.0
2024-01-16 06:00:00,186.25,187.1,186.25,187.1,2.0
2024-01-17 06:00:00,183.65,183.65,181.6,181.6,1.0
2024-01-18 06:00:00,180.0,183.25,180.0,181.85,25.0
2024-01-19 06:00:00,184.3,185.85,184.3,185.85,8.0
2024-01-22 06:00:00,189.05,191.0,187.3,190.95,17.0
2024-01-23 06:00:00,188.45,189.7,188.45,189.3,26.0
2024-01-24 06:00:00,189.5,191.0,187.7,188.75,9.0
2024-01-25 06:00:00,186.55,186.55,184.45,186.05,9.0
2024-01-26 06:00:00,189.5,190.0,188.9,189.9,60.0
2024-01-29 06:00:00,187.8,188.0,187.6,187.6,5.0
2024-01-30 06:00:00,188.25,191.95,188.2,190.7,34.0
2024-01-31 06:00:00,190.0,190.3,188.95,190.05,36.0
2024-02-01 06:00:00,187.75,190.7,187.5,190.5,62.0
2024-02-02 06:00:00,188.2,189.4,187.55,189.4,70.0
2024-02-05 06:00:00,187.65,188.15,186.85,187.3,28.0
2024-02-06 06:00:00,186.0,186.0,184.45,185.25,47.0
2024-02-07 06:00:00,187.5,187.65,186.85,187.5,26.0
2024-02-08 06:00:00,186.85,186.85,185.1,185.7,102.0
2024-02-09 06:00:00,186.65,189.8,186.15,189.4,67.0
2024-02-12 06:00:00,187.75,191.9,186.9,189.95,6.0
2024-02-13 06:00:00,188.1,188.9,188.05,188.2,5.0
2024-02-14 06:00:00,182.95,184.0,182.95,183.8,5.0
2024-02-15 06:00:00,184.85,186.1,184.35,184.55,153.0
2024-02-16 06:00:00,185.65,186.45,184.35,186.45,153.0
2024-02-20 06:00:00,186.5,188.5,184.3,185.3,31.0
2024-02-21 06:00:00,185.45,187.3,185.45,187.3,27.0
2024-02-22 06:00:00,183.05,183.15,183.05,183.15,6.0
2024-02-23 06:00:00,182.95,182.95,179.8,179.8,49.0
2024-02-26 06:00:00,180.05,180.6,179.05,179.4,36.0
2024-02-27 06:00:00,177.45,182.6,177.45,181.85,42.0
2024-02-28 06:00:00,181.0,182.0,179.65,180.4,16.0
2024-02-29 06:00:00,182.0,182.3,181.45,182.3,5.0
2024-03-01 06:00:00,181.85,182.8,180.1,181.5,56.0
2024-03-04 06:00:00,183.4,184.2,182.55,182.9,140.0
2024-03-05 06:00:00,182.85,182.85,180.0,180.1,69.0
2024-03-06 06:00:00,180.3,182.3,180.0,182.25,82.0
2024-03-07 06:00:00,181.55,187.55,181.15,187.25,171.0
2024-03-08 06:00:00,185.7,185.7,181.75,182.25,8.0
2024-03-11 05:00:00,180.8,182.15,180.4,182.15,38.0
2024-03-12 05:00:00,182.6,184.4,182.6,183.35,18.0
2024-03-13 05:00:00,180.9,180.95,180.9,180.95,3.0
2024-03-14 05:00:00,181.5,181.65,181.0,181.65,36.0
2024-03-15 05:00:00,180.75,182.0,180.75,181.3,54.0
2024-03-18 05:00:00,181.15,181.7,180.25,180.25,48.0
2024-03-19 05:00:00,180.4,181.25,178.85,181.25,16.0
2024-03-20 05:00:00,181.75,181.75,180.75,180.75,25.0
2024-03-21 05:00:00,184.1,185.7,182.25,183.6,65.0
2024-03-22 05:00:00,184.0,185.1,182.9,183.75,110.0
2024-03-25 05:00:00,184.55,185.65,183.85,185.65,104.0
2024-03-26 05:00:00,185.5,188.65,185.5,187.9,66.0
2024-03-27 05:00:00,187.5,190.75,187.5,190.4,73.0
2024-03-28 05:00:00,189.45,189.45,187.45,188.0,97.0
2024-04-01 05:00:00,186.85,190.9,186.85,190.8,164.0
2024-04-02 05:00:00,189.1,194.95,189.1,194.95,440.0
2024-04-03 05:00:00,192.3,201.4,192.3,199.55,329.0
2024-04-04 05:00:00,200.55,202.55,199.05,202.05,222.0
2024-04-05 05:00:00,200.05,207.0,200.05,206.75,452.0
2024-04-08 05:00:00,204.7,207.6,204.5,205.25,107.0
2024-04-09 05:00:00,204.6,208.6,204.6,208.25,135.0
2024-04-10 05:00:00,207.85,208.8,205.95,208.45,133.0
2024-04-11 05:00:00,209.15,211.55,208.4,211.35,204.0
2024-04-12 05:00:00,211.4,218.8,209.0,213.95,394.0
2024-04-15 05:00:00,208.3,219.7,208.3,218.2,1276.0
2024-04-16 05:00:00,220.0,221.5,217.9,219.45,246.0
2024-04-17 05:00:00,218.25,230.8,218.05,229.95,562.0
2024-04-18 05:00:00,233.15,233.3,221.4,222.65,167.0
2024-04-19 05:00:00,223.55,225.7,221.4,222.95,223.0
2024-04-22 05:00:00,221.45,224.5,215.25,218.85,102.0
2024-04-23 05:00:00,219.45,219.45,211.9,213.6,90.0
2024-04-24 05:00:00,212.9,217.9,212.9,217.25,24.0
2024-04-25 05:00:00,218.75,220.15,217.5,218.7,61.0
2024-04-26 05:00:00,216.25,217.25,213.8,215.55,80.0
2024-04-29 05:00:00,215.85,219.45,215.85,219.0,19.0
2024-04-30 05:00:00,218.6,218.6,206.95,208.45,119.0
2024-05-01 05:00:00,205.7,208.2,205.7,207.25,7.0
2024-05-02 05:00:00,206.35,206.4,197.0,198.05,108.0
2024-05-03 05:00:00,198.05,198.85,193.3,193.3,178.0
2024-05-06 05:00:00,193.6,194.65,190.0,190.45,310.0
2024-05-07 05:00:00,190.0,193.25,188.0,192.75,690.0
2024-05-08 05:00:00,192.45,194.15,191.15,193.65,105.0
2024-05-09 05:00:00,195.15,197.05,194.05,197.05,164.0
2024-05-10 05:00:00,195.7,197.75,195.15,197.3,103.0
2024-05-13 05:00:00,197.55,200.65,192.4,193.05,93.0
2024-05-14 05:00:00,193.0,197.7,191.25,197.7,632.0
2024-05-15 05:00:00,197.8,197.8,193.55,196.0,57.0
2024-05-16 05:00:00,196.1,196.1,194.5,194.7,175.0
2024-05-17 05:00:00,195.5,203.15,195.25,202.95,82.0
2024-05-20 05:00:00,202.0,203.65,202.0,202.85,312.0
2024-05-21 05:00:00,202.7,212.25,202.7,211.9,272.0
2024-05-22 05:00:00,213.65,214.75,211.7,214.35,391.0
2024-05-23 05:00:00,215.7,215.7,207.9,210.7,26.0
2024-05-24 05:00:00,209.6,214.1,209.6,213.05,26.0
2024-05-28 05:00:00,213.0,225.2,213.0,224.5,457.0
2024-05-29 05:00:00,222.4,228.85,222.25,222.95,166.0
2024-05-30 05:00:00,221.05,227.6,221.05,226.6,60.0
2024-05-31 05:00:00,227.1,230.0,214.4,215.85,71.0
2024-06-03 05:00:00,216.0,221.25,216.0,219.75,78.0
2024-06-04 05:00:00,219.3,226.2,217.8,226.1,147.0
2024-06-05 05:00:00,222.65,225.0,220.0,224.4,215.0
2024-06-06 05:00:00,224.05,229.7,223.7,225.65,440.0
2024-06-07 05:00:00,222.2,223.05,217.35,218.6,165.0
2024-06-10 05:00:00,218.6,220.2,213.15,216.05,74.0
2024-06-11 05:00:00,216.75,218.5,214.45,215.45,141.0
2024-06-12 05:00:00,213.4,219.95,211.1,217.95,149.0
2024-06-13 05:00:00,216.85,220.05,216.85,218.6,116.0
2024-06-14 05:00:00,218.75,219.5,216.45,217.8,64.0
2024-06-17 05:00:00,217.45,220.25,216.65,220.05,112.0
2024-06-18 05:00:00,219.4,220.35,217.3,219.0,112.0
2024-06-20 05:00:00,219.5,227.0,219.5,221.25,196.0
2024-06-21 05:00:00,219.3,220.9,214.7,215.05,328.0
2024-06-24 05:00:00,217.2,227.15,217.2,226.25,271.0
2024-06-25 05:00:00,224.4,224.4,217.5,219.25,354.0
2024-06-26 05:00:00,221.3,222.45,214.2,214.85,374.0
2024-06-27 05:00:00,217.35,218.25,215.45,216.9,217.0
2024-06-28 05:00:00,218.75,218.75,212.75,217.25,420.0
2024-07-01 05:00:00,216.75,218.4,209.95,215.0,221.0
2024-07-02 05:00:00,214.3,220.1,212.65,216.6,179.0
2024-07-03 05:00:00,215.45,215.8,212.4,213.65,248.0
2024-07-05 05:00:00,218.45,221.05,216.45,217.9,303.0
2024-07-08 05:00:00,219.0,223.25,218.35,223.05,185.0
2024-07-09 05:00:00,221.9,236.05,221.9,235.05,827.0
2024-07-10 05:00:00,232.15,234.4,229.35,230.3,353.0
2024-07-11 05:00:00,232.95,239.65,228.8,231.0,521.0
2024-07-12 05:00:00,230.95,236.35,228.15,235.85,690.0
2024-07-15 05:00:00,233.9,233.9,229.5,230.45,292.0
2024-07-16 05:00:00,231.45,233.55,230.45,231.95,65.0
2024-07-17 05:00:00,233.3,234.6,230.55,231.75,281.0
2024-07-18 05:00:00,231.05,233.4,229.6,229.65,88.0
2024-07-19 05:00:00,230.0,230.0,224.05,226.7,208.0
2024-07-22 05:00:00,226.3,231.3,225.75,230.7,128.0
2024-07-23 05:00:00,229.0,229.3,226.85,227.5,137.0
2024-07-24 05:00:00,227.5,227.5,221.7,222.1,738.0
2024-07-25 05:00:00,223.0,225.7,220.0,225.45,759.0
2024-07-26 05:00:00,222.7,223.2,221.25,221.85,377.0
2024-07-29 05:00:00,223.3,224.45,220.4,222.5,352.0
2024-07-30 05:00:00,222.1,224.4,221.05,222.45,229.0
2024-07-31 05:00:00,221.85,226.15,219.0,220.95,361.0
2024-08-01 05:00:00,221.0,223.0,217.65,219.7,319.0
2024-08-02 05:00:00,218.9,223.0,218.65,222.55,253.0
2024-08-05 05:00:00,217.25,218.95,213.4,217.35,472.0
2024-08-06 05:00:00,220.85,227.0,220.85,223.6,507.0
2024-08-07 05:00:00,223.7,232.6,223.7,230.75,587.0
2024-08-08 05:00:00,229.3,233.65,226.15,226.65,605.0
2024-08-09 05:00:00,225.8,226.15,218.1,219.9,319.0
2024-08-12 05:00:00,227.6,233.6,226.95,228.15,561.0
2024-08-13 05:00:00,223.15,223.95,219.3,219.8,415.0
2024-08-14 05:00:00,220.9,226.45,220.1,225.5,378.0
2024-08-15 05:00:00,223.8,229.65,222.8,228.8,673.0
2024-08-16 05:00:00,227.65,234.65,227.65,234.35,453.0
2024-08-19 05:00:00,233.3,237.85,231.55,234.7,337.0
2024-08-19 23:00:00,233.3,237.85,231.55,234.7,199.0
2024-08-20 23:00:00,235.25,242.7,235.2,238.8,282.0
2024-08-21 23:00:00,237.2,242.1,234.8,240.35,224.0
2024-08-22 23:00:00,240.0,240.35,233.35,234.9,251.0
2024-08-23 23:00:00,235.75,237.9,233.1,237.7,198.0
2024-08-26 23:00:00,237.25,239.65,235.75,239.3,132.0
2024-08-27 23:00:00,240.25,248.5,240.0,245.25,323.0
2024-08-28 23:00:00,244.55,246.6,241.4,246.05,115.0
2024-08-29 23:00:00,245.25,245.25,233.95,237.0,191.0
2024-08-30 23:00:00,240.0,241.0,232.85,234.0,227.0
2024-09-03 23:00:00,231.5,235.3,231.0,233.75,134.0
2024-09-04 23:00:00,234.35,236.9,232.15,234.85,107.0
2024-09-05 23:00:00,234.85,238.95,233.1,235.6,126.0
2024-09-06 23:00:00,235.1,235.1,227.9,228.3,354.0
2024-09-09 23:00:00,231.3,236.8,230.85,236.25,300.0
2024-09-10 23:00:00,236.25,240.45,234.7,236.95,210.0
2024-09-11 23:00:00,235.3,237.0,232.8,236.6,172.0
2024-09-12 23:00:00,238.6,239.8,236.2,238.85,190.0
2024-09-13 23:00:00,239.35,248.85,237.95,247.95,499.0
2024-09-16 23:00:00,245.8,258.85,245.4,247.0,601.0
2024-09-17 23:00:00,248.05,254.25,244.35,252.95,230.0
2024-09-18 23:00:00,254.85,256.0,249.05,252.6,192.0
2024-09-19 23:00:00,249.5,251.6,246.85,251.15,253.0
2024-09-20 23:00:00,250.5,250.5,238.35,240.55,265.0
2024-09-23 23:00:00,241.35,252.9,239.75,252.4,409.0
2024-09-24 23:00:00,252.05,258.95,252.05,256.6,288.0
2024-09-25 23:00:00,255.9,258.6,251.75,257.05,274.0
2024-09-26 23:00:00,256.2,262.3,256.2,261.8,250.0
2024-09-27 23:00:00,258.8,258.8,252.85,257.65,246.0
2024-09-30 23:00:00,257.35,260.6,253.65,258.8,353.0
2024-10-01 23:00:00,258.85,259.75,251.2,253.7,272.0
2024-10-02 23:00:00,255.05,256.65,246.7,247.45,382.0
2024-10-03 23:00:00,248.45,249.1,242.65,243.15,180.0
2024-10-04 23:00:00,244.65,248.3,243.1,248.05,484.0
2024-10-07 23:00:00,243.45,243.75,235.0,236.35,496.0
2024-10-08 23:00:00,239.9,240.4,236.0,240.2,275.0
2024-10-09 23:00:00,240.2,244.45,239.05,242.0,408.0
2024-10-10 23:00:00,240.45,247.85,239.4,246.15,517.0
2024-10-11 23:00:00,245.65,246.9,242.05,243.05,298.0
2024-10-14 23:00:00,242.45,251.85,242.45,251.35,658.0
2024-10-15 23:00:00,249.95,251.65,245.05,246.45,408.0
2024-10-16 23:00:00,247.6,248.8,244.85,247.5,320.0
2024-10-17 23:00:00,246.85,250.15,243.6,245.15,311.0
2024-10-18 23:00:00,244.0,248.05,243.35,247.05,268.0
2024-10-21 23:00:00,243.0,243.3,238.5,241.65,344.0
2024-10-22 23:00:00,243.35,245.6,239.7,240.85,164.0
2024-10-23 23:00:00,240.1,244.5,239.75,243.2,223.0
2024-10-24 23:00:00,241.95,246.0,235.6,236.75,305.0
2024-10-25 23:00:00,237.75,240.55,236.45,240.3,229.0
2024-10-28 23:00:00,238.6,246.25,238.25,243.95,287.0
2024-10-29 23:00:00,243.9,245.05,239.8,240.05,304.0
2024-10-30 23:00:00,240.25,242.8,237.5,242.2,189.0
2024-10-31 23:00:00,241.5,241.5,237.6,239.3,268.0
2024-11-01 23:00:00,239.35,242.05,234.7,236.45,476.0
2024-11-04 23:00:00,236.9,239.4,235.6,239.05,439.0
2024-11-05 23:00:00,239.35,244.85,239.3,243.2,477.0
2024-11-06 23:00:00,241.35,243.45,237.3,241.65,343.0
2024-11-07 23:00:00,242.25,253.55,242.25,252.45,1094.0
2024-11-08 23:00:00,250.05,251.3,245.25,245.85,622.0
2024-11-11 23:00:00,245.55,249.8,245.55,248.55,639.0
2024-11-12 23:00:00,249.3,257.3,249.3,254.6,626.0
2024-11-13 23:00:00,253.85,264.15,252.4,263.05,944.0
2024-11-14 23:00:00,262.25,275.85,262.15,270.45,999.0
2024-11-15 23:00:00,265.35,275.55,265.35,274.0,535.0
2024-11-18 23:00:00,275.3,279.85,270.2,272.6,672.0
2024-11-19 23:00:00,273.0,274.35,269.8,271.7,489.0
2024-11-20 23:00:00,275.2,282.9,274.65,281.9,374.0
2024-11-21 23:00:00,284.55,285.8,279.95,283.65,458.0
2024-11-22 23:00:00,279.3,290.35,278.85,288.3,679.0
2024-11-25 23:00:00,287.65,295.95,287.4,290.35,584.0
2024-11-26 23:00:00,291.4,297.45,290.35,295.75,617.0
2024-11-27 23:00:00,297.4,312.7,296.7,310.2,1049.0
2024-11-29 23:00:00,313.75,321.15,304.5,305.8,1099.0
2024-12-02 23:00:00,300.3,303.5,284.1,286.1,1070.0
2024-12-03 23:00:00,281.0,289.7,280.1,285.05,556.0
2024-12-04 23:00:00,286.25,292.85,283.2,292.2,664.0
2024-12-05 23:00:00,294.65,302.3,291.95,301.1,677.0
2024-12-06 23:00:00,302.25,314.8,300.7,314.15,1030.0
2024-12-09 23:00:00,310.2,317.75,305.1,314.35,890.0
2024-12-10 23:00:00,321.3,331.4,314.1,318.75,1021.0
2024-12-11 23:00:00,313.4,313.75,305.0,306.05,855.0
2024-12-12 23:00:00,305.8,308.75,303.35,307.6,391.0
2024-12-13 23:00:00,301.75,311.0,299.65,304.85,407.0
2024-12-16 23:00:00,302.2,313.45,302.1,310.95,386.0
2024-12-17 23:00:00,308.8,310.75,302.7,308.1,261.0
2024-12-18 23:00:00,312.25,315.2,308.4,311.4,391.0
2024-12-19 23:00:00,310.8,317.15,301.25,301.75,665.0
2024-12-20 23:00:00,303.7,306.75,298.55,302.75,569.0
2024-12-23 23:00:00,303.75,306.3,298.9,305.1,279.0
2024-12-24 23:00:00,304.75,308.05,301.25,307.45,197.0
2024-12-26 23:00:00,308.8,309.3,302.85,305.2,207.0
2024-12-27 23:00:00,303.8,306.3,300.55,303.7,240.0
2024-12-30 23:00:00,303.1,306.0,299.55,305.15,440.0
2024-12-31 23:00:00,303.7,303.7,297.6,302.0,309.0
2025-01-02 23:00:00,303.7,311.25,303.1,309.8,529.0
2025-01-03 23:00:00,307.8,309.2,301.7,302.2,414.0
2025-01-06 23:00:00,301.55,310.25,300.95,307.6,306.0
2025-01-07 23:00:00,305.3,307.6,302.95,306.1,630.0
2025-01-08 23:00:00,306.25,308.55,300.8,301.6,806.0
2025-01-09 23:00:00,306.35,306.35,301.85,302.8,703.0
2025-01-10 23:00:00,304.25,309.55,302.5,306.35,863.0
2025-01-13 23:00:00,304.55,315.0,304.5,308.85,995.0
2025-01-14 23:00:00,308.75,311.55,303.2,304.35,572.0
2025-01-15 23:00:00,304.8,311.75,303.3,311.05,451.0
2025-01-16 23:00:00,311.15,312.8,306.85,307.95,483.0
2025-01-17 23:00:00,309.5,313.0,308.05,309.45,486.0
2025-01-21 23:00:00,310.8,316.6,308.7,309.2,734.0
2025-01-22 23:00:00,311.75,322.7,308.95,322.0,971.0
2025-01-23 23:00:00,321.45,328.0,319.85,324.4,722.0
2025-01-24 23:00:00,325.65,328.85,322.55,327.2,555.0
2025-01-27 23:00:00,328.4,333.15,324.8,328.35,629.0
2025-01-28 23:00:00,330.75,336.85,326.0,335.95,727.0
2025-01-29 23:00:00,338.8,347.9,337.75,345.15,1083.0
2025-01-30 23:00:00,348.5,353.95,344.35,351.7,989.0
2025-01-31 23:00:00,356.55,357.9,344.45,354.55,932.0
2025-02-03 23:00:00,352.7,363.4,350.65,356.15,1017.0
2025-02-04 23:00:00,361.0,364.15,356.3,359.6,770.0
2025-02-05 23:00:00,361.85,372.3,358.15,370.25,1450.0
2025-02-06 23:00:00,373.8,381.75,372.9,378.8,3530.0
2025-02-07 23:00:00,378.05,383.65,373.25,376.7,1848.0
2025-02-10 23:00:00,376.7,400.3,376.7,397.45,1911.0
2025-02-11 23:00:00,400.4,406.0,395.55,395.8,209.0
2025-02-12 23:00:00,383.05,396.65,382.75,395.9,1218.0
2025-02-13 23:00:00,394.45,399.1,386.7,387.0,1315.0
2025-02-14 23:00:00,387.5,391.8,372.8,379.8,1550.0
2025-02-18 23:00:00,377.8,381.8,365.85,376.8,1675.0
2025-02-19 23:00:00,380.15,394.9,380.15,383.05,1394.0
2025-02-20 23:00:00,382.0,382.0,363.9,368.05,1897.0
2025-02-21 23:00:00,369.55,371.8,363.95,368.0,1173.0
2025-02-24 23:00:00,368.05,371.55,360.9,364.85,1245.0
2025-02-25 23:00:00,365.0,366.55,353.6,358.05,2183.0
2025-02-26 23:00:00,355.55,358.25,348.9,356.5,1386.0
2025-02-27 23:00:00,353.8,362.5,350.6,355.95,1096.0
2025-02-28 23:00:00,356.2,360.25,352.95,356.0,958.0
2025-03-03 23:00:00,358.45,367.5,358.4,365.7,317.0
2025-03-04 23:00:00,371.65,374.15,368.1,372.9,244.0
2025-03-05 23:00:00,380.15,396.15,380.15,389.5,1377.0
2025-03-06 23:00:00,384.4,387.55,381.1,381.2,181.0
2025-03-07 23:00:00,372.8,373.0,364.05,364.05,300.0
2025-03-10 23:00:00,368.15,372.1,362.65,365.65,975.0
2025-03-11 23:00:00,366.0,369.4,366.0,369.4,105.0
2025-03-12 23:00:00,375.0,377.5,366.0,369.95,1110.0
2025-03-13 23:00:00,372.45,374.8,362.0,371.2,1415.0
2025-03-14 23:00:00,371.95,371.95,360.75,363.95,1231.0
2025-03-17 23:00:00,364.6,372.7,360.8,370.45,964.0
2025-03-18 23:00:00,369.9,370.7,367.5,367.6,93.0
