DATE_TIME,current_contract,next_contract,carry_contract
2025-06-10 10:00:00,20250700,20250800,20250600
2025-07-11 12:00:00,20250800,20250900,20250700
2025-08-11 13:00:00,20250900,20251000,20250800
2025-08-15 10:00:00,20251000,20251100,20250900
