DATE_TIME,current_contract,next_contract,carry_contract
2020-06-25 05:00:00,20230300,20230600,20221200
2020-09-25 05:00:00,20230600,20230900,20230300
2020-12-27 23:00:00,20230900,20231200,20230600
2021-03-28 22:00:00,20231200,20240300,20230900
2021-06-27 22:00:00,20240300,20240600,20231200
2021-08-18 05:00:00,20240600,20240900,20240300
2021-09-15 00:00:00,20240900,20241200,20240600
2021-12-15 00:00:00,20241200,20250300,20240900
2022-03-15 00:00:00,20250300,20250600,20241200
2022-06-15 00:00:00,20250600,20250900,20250300
2022-09-15 00:00:00,20250900,20251200,20250600
2022-12-15 00:00:00,20251200,20260300,20250900
2023-03-15 00:00:00,20260300,20260600,20251200
