DATE_TIME,current_contract,next_contract,carry_contract
2025-06-10 06:00:00,20250600,20250900,20250900
2025-09-10 06:00:00,20250900,20251200,20251200
2025-12-10 07:00:00,20251200,20260300,20260300
2026-03-10 07:00:00,20260300,20260600,20260600
