DATE_TIME,current_contract,next_contract,carry_contract
2024-05-28 00:00:00,20240600,20240800,20240800
2024-07-28 22:00:00,20240800,20241000,20241000
2024-09-27 23:00:00,20241000,20241200,20241200
2024-11-27 23:00:00,20241200,20250200,20250200
2025-01-28 14:30:00,20250200,20250400,20250400
2025-03-28 13:30:00,20250400,20250600,20250600
2025-04-17 14:30:00,20250600,20250800,20250800
