DATE_TIME,current_contract,next_contract,carry_contract
2015-12-14 16:00:00,20151200,20160300,20160300
2016-03-15 12:00:00,20160300,20160600,20160600
2016-06-13 07:00:00,20160600,20160900,20160900
2016-09-12 11:00:00,20160900,20161200,20161200
2016-12-30 08:00:00,20161200,20170300,20170300
2017-03-10 09:00:00,20170300,20170600,20170600
2017-06-12 15:00:00,20170600,20170900,20170900
2017-09-11 13:00:00,20170900,20171200,20171200
2017-12-11 16:00:00,20171200,20180300,20180300
2018-03-12 08:00:00,20180300,20180600,20180600
2018-06-11 13:00:00,20180600,20180900,20180900
2018-09-18 07:00:00,20180900,20181200,20181200
2018-12-20 16:00:00,20181200,20190300,20190300
