,symbol,product,ticker2,currency,instrument,region,exchange
0,4GLD,XETRA-GOLD,FXGL JUN 24,EUR,FUT,DE,EUREX
1,A3M,ATRESMEDIA CORP DE MEDIOS DE,M3FA3TM6P,EUR,FUT,ES,MEFFRV
2,A5G,AIB GROUP PLC,ALBF 20251219 M,EUR,FUT,DE,EUREX
3,A5G,AIB GROUP PLC,ALBF 20240419 M,EUR,FUT,DE,EUREX
4,A5G,AIB GROUP PLC,ALBF 20241115 M,EUR,FUT,DE,EUREX
5,ABB,ABB LTD-REG,ABB4Q,SEK,FUT,SE,OMS
6,ABB,ABB LTD-REG,ABB5O,SEK,FUT,SE,OMS
7,ACA,CREDIT AGRICOLE SA,XCAH 20250417 M,EUR,FUT,DE,EUREX
8,ACA,CREDIT AGRICOLE SA,XCAH 20240621 M,EUR,FUT,DE,EUREX
9,ACE,ACEA SPA,ACE7K4,EUR,FUT,IT,IDEM
10,ACS,ACS ACTIVIDADES CONS Y SERV,M3FACSU6P,EUR,FUT,ES,MEFFRV
11,ACS,ACS ACTIVIDADES CONS Y SERV,M3FACSU4P,EUR,FUT,ES,MEFFRV
12,ACX,ACERINOX SA,M3FACXM7P,EUR,FUT,ES,MEFFRV
13,ACX,ACERINOX SA,M3FACXU5P,EUR,FUT,ES,MEFFRV
14,AD,KONINKLIJKE AHOLD DELHAIZE N,AH6K4,EUR,FUT,NL,FTA
15,AD,KONINKLIJKE AHOLD DELHAIZE N,AHLN7,EUR,FUT,GB,ICEEU
16,AD,KONINKLIJKE AHOLD DELHAIZE N,AHLJ6,EUR,FUT,GB,ICEEU
17,AD,KONINKLIJKE AHOLD DELHAIZE N,AHLX7,EUR,FUT,GB,ICEEU
18,AD,KONINKLIJKE AHOLD DELHAIZE N,AHLH8,EUR,FUT,GB,ICEEU
19,AD,KONINKLIJKE AHOLD DELHAIZE N,AHLF7,EUR,FUT,GB,ICEEU
20,AD,KONINKLIJKE AHOLD DELHAIZE N,AH6Q4,EUR,FUT,NL,FTA
21,AD,KONINKLIJKE AHOLD DELHAIZE N,AHLJ7,EUR,FUT,GB,ICEEU
22,AD,KONINKLIJKE AHOLD DELHAIZE N,AHLX6,EUR,FUT,GB,ICEEU
23,AD,KONINKLIJKE AHOLD DELHAIZE N,AHLN6,EUR,FUT,GB,ICEEU
24,AD,KONINKLIJKE AHOLD DELHAIZE N,AHLG5,EUR,FUT,GB,ICEEU
25,ADEN,ADECCO GROUP AG-REG,ADEF 20250321 M,CHF,FUT,DE,EUREX
26,ADS,ADIDAS AG,ADSG 20240719 M,EUR,FUT,DE,EUREX
27,ADS,ADIDAS AG,ADSG 20240920 M,EUR,FUT,DE,EUREX
28,ADS,ADIDAS AG,ADSG 20241018 M,EUR,FUT,DE,EUREX
29,AGN,AEGON LTD,AE6J5,EUR,FUT,NL,FTA
30,AGN,AEGON LTD,AENF 20240816 M,EUR,FUT,DE,EUREX
31,AH,High-Grade Primary Aluminium,AH_20280517,USD,FUT,GB,LMEOTC
32,AH,High-Grade Primary Aluminium,AH_20281220,USD,FUT,GB,LMEOTC
33,AH,High-Grade Primary Aluminium,AH_20331019,USD,FUT,GB,LMEOTC
34,AH,High-Grade Primary Aluminium,AH_20311015,USD,FUT,GB,LMEOTC
35,AH,High-Grade Primary Aluminium,AH_20240417,USD,FUT,GB,LMEOTC
36,AH,High-Grade Primary Aluminium,AH_20260218,USD,FUT,GB,LMEOTC
37,AH,High-Grade Primary Aluminium,AH_20260617,USD,FUT,GB,LMEOTC
38,AH,High-Grade Primary Aluminium,AH_20321117,USD,FUT,GB,LMEOTC
39,AKZA,AKZO NOBEL N.V.,AKZM7,EUR,FUT,GB,ICEEU
40,AKZA,AKZO NOBEL N.V.,AKZN7,EUR,FUT,GB,ICEEU
41,AKZA,AKZO NOBEL N.V.,AKZF6,EUR,FUT,GB,ICEEU
42,AKZA,AKZO NOBEL N.V.,AKZF8,EUR,FUT,GB,ICEEU
43,AKZA,AKZO NOBEL N.V.,AKZZ7,EUR,FUT,GB,ICEEU
44,AKZA,AKZO NOBEL N.V.,AKZH7,EUR,FUT,GB,ICEEU
45,ALFA,ALFA LAVAL AB,3ALFA5R,SEK,FUT,SE,OMS
46,ALFA,ALFA LAVAL AB,ALFA5C,SEK,FUT,SE,OMS
47,ALFA,ALFA LAVAL AB,ALFA5L,SEK,FUT,SE,OMS
48,ALV,ALLIANZ SE-REG,ALVG 20261218 M,EUR,FUT,DE,EUREX
49,ALV,ALLIANZ SE-REG,ALVG 20240419 M,EUR,FUT,DE,EUREX
50,ANA,ACCIONA SA,M3FANAZ8P,EUR,FUT,ES,MEFFRV
51,ANA,ACCIONA SA,M3FANAZ5P,EUR,FUT,ES,MEFFRV
52,ASML,ASML HOLDING NV,ASLG7,EUR,FUT,GB,ICEEU
53,ASML,ASML HOLDING NV,ASLV7,EUR,FUT,GB,ICEEU
54,ASML,ASML HOLDING NV,AS6U4,EUR,FUT,NL,FTA
55,ASML,ASML HOLDING NV,AS6K4,EUR,FUT,NL,FTA
56,ASML,ASML HOLDING NV,ASLK7,EUR,FUT,GB,ICEEU
57,ASML,ASML HOLDING NV,ASLX4,EUR,FUT,GB,ICEEU
58,AZN,ASTRAZENECA PLC,AZN5C,SEK,FUT,SE,OMS
59,BAER,JULIUS BAER GROUP LTD,BAEI 20250417 M,CHF,FUT,DE,EUREX
60,BAER,JULIUS BAER GROUP LTD,BAEI 20251219 M,CHF,FUT,DE,EUREX
61,BAER,JULIUS BAER GROUP LTD,BAEI 20240419 M,CHF,FUT,DE,EUREX
62,BALN,BALOISE HOLDING AG - REG,BALF DEC 24,CHF,FUT,DE,EUREX
63,BALN,BALOISE HOLDING AG - REG,BALF 20250221 M,CHF,FUT,DE,EUREX
64,BALN,BALOISE HOLDING AG - REG,BALF 20240517 M,CHF,FUT,DE,EUREX
65,BAMI,BANCO BPM SPA,BPVG7,EUR,FUT,GB,ICEEU
